Pair,Part of Speech,Hint,Gradability Type,Order,Word,Sentences
enfriar-congelar,Verb,Esto profundiza la caída de temperatura.,Temperature,6,congelar,Los cocineros comenzaron a _____ la carne para preservar.|Vamos a _____ el agua en cubitos.|Ella optó por _____ las verduras.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,0,crecer,Me gusta ver _____ las plantas en el jardín.|Los niños decidieron _____ rápidamente.|Vamos a _____ el negocio este año.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,1,brotar,Las semillas optaron por _____ en primavera.|Ella comenzó a _____ ideas nuevas.|Los hongos decidieron _____ después de la lluvia.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,2,desarrollar,Los ingenieros comenzaron a _____ el proyecto.|Me gusta _____ habilidades personales.|Él optó por _____ el músculo con ejercicio.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,3,agrandar,Los arquitectos decidieron _____ la casa.|Vamos a _____ la foto en la pantalla.|Ella comenzó a _____ el agujero en la pared.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,4,hinchar,Los globos optaron por _____ con aire.|No _____ la herida, cúrala.|Él decidió _____ el ego con elogios.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,5,inflar,Los niños comenzaron a _____ los neumáticos.|Me gusta _____ el colchón para dormir.|Los economistas optaron por _____ la moneda.
crecer-expandir,Verb,Esto amplifica el aumento de tamaño.,Magnitude,6,expandir,Las empresas decidieron _____ sus operaciones.|Vamos a _____ el universo en la mente.|Ella optó por _____ el conocimiento.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,0,encoger,Me gusta ver _____ la ropa en la lavadora.|Los materiales decidieron _____ con el frío.|Vamos a _____ el archivo para enviar.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,1,disminuir,Los precios optaron por _____ en la venta.|Ella comenzó a _____ la velocidad.|Los poblaciones decidieron _____ con el tiempo.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,2,contraer,Los músculos comenzaron a _____ en el ejercicio.|Me gusta _____ deudas para ahorrar.|Él optó por _____ el espacio disponible.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,3,arrugar,Las hojas decidieron _____ en el otoño.|Vamos a _____ el papel para tirar.|Ella comenzó a _____ la cara con risa.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,4,implotar,Los edificios optaron por _____ en la demolición.|No _____ bajo presión, resiste.|Los estrellas comenzaron a _____ en el universo.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,5,desinflar,Los globos decidieron _____ después de la fiesta.|Me gusta _____ expectativas irreales.|Él optó por _____ el neumático pinchado.
encoger-colapsar,Verb,Esto intensifica la reducción de tamaño.,Magnitude,6,colapsar,Los puentes comenzaron a _____ en el terremoto.|Vamos a evitar _____ bajo el peso.|Ella decidió _____ de cansancio.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,0,sugerir,Me gusta _____ ideas en la reunión.|Los amigos decidieron _____ un restaurante.|Vamos a _____ cambios en el plan.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,1,insinuar,Ella optó por _____ un secreto sutilmente.|Los rumores comenzaron a _____ problemas.|Él decidió _____ una posibilidad.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,2,proponer,Los líderes comenzaron a _____ una solución.|Me gusta _____ matrimonio románticamente.|Vamos a _____ un trato beneficioso.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,3,instar,Los activistas optaron por _____ a la acción.|Ella decidió _____ a votar.|Los profesores comenzaron a _____ estudiar.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,4,mandar,Los jefes decidieron _____ tareas a empleados.|No _____ sin razón, explica.|Él optó por _____ un paquete.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,5,dictar,Los profesores comenzaron a _____ notas en clase.|Me gusta _____ leyes justas.|Ella decidió _____ una carta.
sugerir-ordenar,Verb,Esto formaliza el tono del discurso directivo.,Formality,6,ordenar,Los capitanes optaron por _____ a la tripulación.|Vamos a _____ la habitación.|Él decidió _____ comida en el restaurante.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,0,charlar,Me gusta _____ con amigos en el café.|Los vecinos decidieron _____ sobre el tiempo.|Vamos a _____ durante el descanso.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,1,conversar,Ella optó por _____ sobre libros interesantes.|Los diplomáticos comenzaron a _____ en la cumbre.|Él decidió _____ con el vecino.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,2,dialogar,Los parejas comenzaron a _____ sobre su futuro.|Me gusta _____ en terapias.|Los líderes optaron por _____ por paz.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,3,debatir,Los estudiantes decidieron _____ el tema en clase.|Vamos a _____ ideas políticas.|Ella comenzó a _____ con expertos.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,4,disertar,Los profesores optaron por _____ sobre historia.|Me gusta _____ en conferencias.|Él decidió _____ el ensayo.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,5,orar,Los sacerdotes comenzaron a _____ en la ceremonia.|Vamos a _____ por la paz.|Ella optó por _____ en público.
charlar-discursar,Verb,Esto eleva el registro de la comunicación.,Formality,6,discursar,Los políticos decidieron _____ en el parlamento.|Me gusta _____ sobre temas importantes.|Él comenzó a _____ con elocuencia.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,0,gustar,Me gusta _____ el chocolate en moderación.|Los niños decidieron _____ los juguetes nuevos.|Vamos a _____ la música clásica.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,1,disfrutar,Ella optó por _____ las vacaciones en la playa.|Los amigos comenzaron a _____ la película.|Él decidió _____ el momento presente.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,2,apreciar,Los coleccionistas comenzaron a _____ el arte antiguo.|Me gusta _____ los esfuerzos de los demás.|Vamos a _____ la belleza de la naturaleza.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,3,querer,Las madres optaron por _____ a sus hijos incondicionalmente.|Él decidió _____ un futuro mejor.|Ella comenzó a _____ paz en el mundo.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,4,venerar,Los fieles decidieron _____ a sus dioses.|Me gusta _____ a los héroes históricos.|Los fans optaron por _____ al artista.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,5,idolatrar,Los adolescentes comenzaron a _____ a las estrellas pop.|No _____ objetos materiales.|Él optó por _____ a su mentor.
gustar-adorar,Verb,Esto profundiza el nivel de apego emocional.,Affective Depth,6,adorar,Los devotos decidieron _____ a la divinidad.|Me gusta _____ a mi familia.|Ella optó por _____ el sol.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,0,disgustar,Me _____ la comida picante.|Los críticos decidieron _____ la película.|Vamos a _____ la injusticia.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,1,desagradar,Ella optó por _____ el ruido constante.|Los vecinos comenzaron a _____ el comportamiento.|Él decidió _____ la idea propuesta.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,2,detestar,Los alérgicos comenzaron a _____ los gatos.|Me _____ la hipocresía.|Vamos a _____ la violencia.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,3,aborrecer,Los pacifistas optaron por _____ la guerra.|Ella decidió _____ la traición.|Él comenzó a _____ la corrupción.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,4,abominar,Los ecologistas decidieron _____ la contaminación.|Me _____ la crueldad animal.|Los moralistas optaron por _____ el pecado.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,5,odiar,Los rivales comenzaron a _____ al equipo contrario.|No _____ a nadie, perdona.|Ella optó por _____ la oscuridad.
disgustar-despreciar,Verb,Esto intensifica la respuesta emocional negativa.,Affective Depth,6,despreciar,Los arrogantes decidieron _____ a los débiles.|Me _____ el desprecio ajeno.|Él optó por _____ las opiniones contrarias.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,0,imaginar,Me gusta _____ mundos fantásticos.|Los niños decidieron _____ aventuras.|Vamos a _____ el futuro.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,1,figurar,Ella optó por _____ en la lista de invitados.|Los artistas comenzaron a _____ formas abstractas.|Él decidió _____ el resultado.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,2,conceptualizar,Los filósofos comenzaron a _____ ideas complejas.|Me gusta _____ proyectos innovadores.|Vamos a _____ el diseño.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,3,fantasear,Los soñadores optaron por _____ con riquezas.|Ella decidió _____ sobre viajes.|Los escritores comenzaron a _____ historias.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,4,soñar,Los durmientes decidieron _____ con éxito.|Me gusta _____ despierto sobre metas.|Él optó por _____ en grande.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,5,alucinar,Los enfermos comenzaron a _____ visiones.|No _____ , ve la realidad.|Ella optó por _____ bajo efectos.
imaginar-visualizar,Verb,Esto abstrae el proceso de creación mental.,Abstraction,6,visualizar,Los atletas decidieron _____ la victoria.|Vamos a _____ el camino al éxito.|Me gusta _____ recuerdos felices.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,0,describir,Me gusta _____ el paisaje con palabras.|Los testigos decidieron _____ el accidente.|Vamos a _____ el proceso.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,1,retratar,Los pintores optaron por _____ la escena.|Ella comenzó a _____ el personaje.|Él decidió _____ la realidad.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,2,ilustrar,Los libros comenzaron a _____ con dibujos.|Me gusta _____ conceptos con ejemplos.|Los profesores optaron por _____ la lección.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,3,simbolizar,Los emblemas decidieron _____ la unidad.|Vamos a _____ el amor con corazones.|Ella comenzó a _____ la paz con palomas.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,4,metaforizar,Los poetas optaron por _____ la vida como viaje.|Me gusta _____ el tiempo como río.|Él decidió _____ el dolor como fuego.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,5,poetizar,Los escritores comenzaron a _____ la naturaleza.|Vamos a _____ el amor en versos.|Ella optó por _____ la tristeza.
describir-alegorizar,Verb,Esto poetiza el modo de representación.,Poetic Complexity,6,alegorizar,Los fabulistas decidieron _____ moralejas con animales.|Me gusta _____ conceptos abstractos.|Los artistas optaron por _____ la justicia.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,0,mascullar,Los enfadados optaron por _____ maldiciones.|Ella comenzó a _____ excusas.|No _____ , habla claro.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,1,balbucear,Los bebés decidieron _____ palabras primeras.|Me gusta _____ cuando nervioso.|Los borrachos optaron por _____ incoherencias.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,2,anunciar,Los presentadores comenzaron a _____ el evento.|Vamos a _____ la noticia.|Él decidió _____ la llegada.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,3,declarar,Los jueces optaron por _____ el veredicto.|Me gusta _____ amor eterno.|Los gobiernos comenzaron a _____ independencia.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,4,difundir,Los medios decidieron _____ la información.|Vamos a _____ el mensaje.|Ella optó por _____ rumores.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,5,pregonar,Los vendedores comenzaron a _____ sus productos.|Me gusta _____ buenas nuevas.|Los heraldos optaron por _____ edictos.
mascullar-proclamar,Verb,Esto formaliza la manera de expresión vocal.,Formality,6,proclamar,Los reyes decidieron _____ la ley.|Vamos a _____ la victoria.|Él optó por _____ la fe.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,0,sentir,Me gusta _____ la música en el alma.|Los pacientes decidieron _____ dolor.|Vamos a _____ la brisa.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,1,percibir,Los detectives optaron por _____ el peligro.|Ella comenzó a _____ la tensión.|Él decidió _____ el aroma.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,2,simpatizar,Los amigos comenzaron a _____ con la causa.|Me gusta _____ con los oprimidos.|Vamos a _____ con el equipo.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,3,conectar,Los amantes optaron por _____ emocionalmente.|Ella decidió _____ con la audiencia.|Los dispositivos comenzaron a _____ a la red.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,4,identificarse,Los lectores decidieron _____ con el personaje.|Me gusta _____ con la historia.|Él optó por _____ con la cultura.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,5,internalizar,Los estudiantes comenzaron a _____ el conocimiento.|Vamos a _____ los valores.|Ella optó por _____ las emociones.
sentir-empatizar,Verb,Esto profundiza la comprensión emocional.,Affective Depth,6,empatizar,Los terapeutas decidieron _____ con los pacientes.|Me gusta _____ con los amigos.|Vamos a _____ con los afectados.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,0,pensar,Me gusta _____ en soluciones creativas.|Los estrategas decidieron _____ el plan.|Vamos a _____ sobre el problema.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,1,reflexionar,Los sabios optaron por _____ sobre la vida.|Ella comenzó a _____ en sus errores.|Él decidió _____ antes de actuar.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,2,meditar,Los monjes comenzaron a _____ en silencio.|Me gusta _____ para relajar.|Vamos a _____ sobre la paz.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,3,teorizar,Los científicos optaron por _____ sobre el universo.|Ella decidió _____ hipótesis.|Los historiadores comenzaron a _____ eventos.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,4,especular,Los inversores decidieron _____ sobre el mercado.|Me gusta _____ sobre el futuro.|Él optó por _____ posibilidades.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,5,contemplar,Los artistas comenzaron a _____ la belleza.|Vamos a _____ las estrellas.|Ella optó por _____ el sentido.
pensar-filosofar,Verb,Esto abstrae la profundidad de la cognición.,Abstraction,6,filosofar,Los pensadores decidieron _____ sobre la existencia.|Me gusta _____ con amigos.|Vamos a _____ la ética.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,0,susurrar,Me gusta _____ secretos al oído.|Los amantes decidieron _____ promesas.|Vamos a _____ en la oscuridad.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,1,murmurar,Los descontentos optaron por _____ quejas.|Ella comenzó a _____ oraciones.|Él decidió _____ canciones bajas.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,2,recitar,Los poetas comenzaron a _____ versos.|Me gusta _____ poemas famosos.|Los actores optaron por _____ diálogos.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,3,entonar,Los cantores decidieron _____ himnos.|Vamos a _____ la melodía.|Ella optó por _____ con voz clara.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,4,vocalizar,Los músicos comenzaron a _____ notas.|Me gusta _____ ejercicios vocales.|Los pájaros optaron por _____ al amanecer.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,5,salmodiar,Los monjes decidieron _____ salmos.|Vamos a _____ en la ceremonia.|Él optó por _____ con ritmo.
susurrar-cantar,Verb,Esto poetiza el estilo de la expresión.,Poetic Complexity,6,cantar,Los coros comenzaron a _____ juntos.|Me gusta _____ en la ducha.|Vamos a _____ feliz cumpleaños.
